Name,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Mega,First Type,Second Type,Species,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical
Urshifu(Rapid Strike Style),892,550,100,130,100,63,60,97,False,Fighting,Water,Wushu Pokémon,Unseen Fist,None,None,Generation 8,Undiscovered,None,True,False,False
Zarude,893,600,105,120,105,70,95,105,False,Dark,Grass,Rogue Monkey Pokémon,Leaf Guard,None,None,Generation 8,Undiscovered,None,False,False,True
Regieleki,894,580,80,100,50,100,50,200,False,Electric,None,Electron Pokémon,Transistor,None,None,Generation 8,Undiscovered,None,True,False,False
Regidrago,895,580,200,100,50,100,50,80,False,Dragon,None,Dragon Orb Pokémon,Dragon's Maw,None,None,Generation 8,Undiscovered,None,True,False,False
Glastrier,896,580,100,145,130,65,110,30,False,Ice,None,Wild Horse Pokémon,Chilling Neigh,None,None,Generation 8,Undiscovered,None,True,False,False
Spectrier,897,580,100,65,60,145,80,130,False,Ghost,None,Swift Horse Pokémon,Grim Neigh,None,None,Generation 8,Undiscovered,None,True,False,False
Calyrex,898,500,100,80,80,80,80,80,False,Psychic,Grass,King Pokémon,Unnerve,None,None,Generation 8,Undiscovered,None,False,True,False
Calyrex(Ice Rider),898,680,100,165,150,85,130,50,False,Psychic,Ice,King Pokémon,As One,None,None,Generation 8,Undiscovered,None,False,True,False
Calyrex(Shadow Rider),898,680,100,85,80,165,100,150,False,Psychic,Ghost,King Pokémon,As One,None,None,Generation 8,Undiscovered,None,False,True,False
Wyrdeer,899,525,103,105,72,105,75,65,False,Normal,Psychic,Big Horn Pokémon,Intimidate,Frisk,Sap Sipper,Generation 8,Field,None,False,False,False
Kleavor,900,500,70,130,95,45,75,85,False,Bug,Rock,Axe Pokémon,Swarm,Sheer Force,Sharpness,Generation 8,Bug,None,False,False,False
Ursaluna,901,550,130,140,105,45,80,50,False,Ground,Normal,Peat Pokémon,Guts,Bulletproof,Unnerve,Generation 8,Field,None,False,False,False
Basculegion,902,530,120,112,65,80,75,78,False,Water,Ghost,Big Fish Pokémon,Swift Swim,Adaptability,Mold Breaker,Generation 8,Water 2,None,False,False,False
Basculegion(Female),902,530,120,92,65,100,75,78,False,Water,Ghost,Big Fish Pokémon,Swift Swim,Adaptability,Mold Breaker,Generation 8,Water 2,None,False,False,False
Sneasler,903,510,80,130,60,40,80,120,False,Poison,Fighting,Free Climb Pokémon,Pressure,Unburden,Poison Touch,Generation 8,Field,None,False,False,False
Overqwil,904,510,85,115,95,65,65,85,False,Dark,Poison,Pin Cluster Pokémon,Poison Point,Swift Swim,Intimidate,Generation 8,Water 2,None,False,False,False
Enamorus,905,580,74,115,70,135,80,106,False,Fairy,Flying,Love-Hate Pokémon,Cute Charm,None,Contrary,Generation 8,Undiscovered,None,True,False,False
Enamorus(Therian Forme),905,580,74,115,110,135,100,46,False,Fairy,Flying,Love-Hate Pokémon,Overcoat,None,None,Generation 8,Undiscovered,None,True,False,False
Sprigatito,906,310,40,61,54,45,45,65,False,Grass,None,Grass Cat Pokémon,Overgrow,None,Protean,Generation 9,Field,Grass,False,False,False
Floragato,907,410,61,80,63,60,63,83,False,Grass,None,Grass Cat Pokémon,Overgrow,None,Protean,Generation 9,Field,Grass,False,False,False
Meowscarada,908,530,76,110,70,81,70,123,False,Grass,Dark,Magician Pokémon,Overgrow,None,Protean,Generation 9,Field,Grass,False,False,False
Fuecoco,909,310,67,45,59,63,40,36,False,Fire,None,Fire Croc Pokémon,Blaze,None,Unaware,Generation 9,Field,None,False,False,False
Crocalor,910,411,81,55,78,90,58,49,False,Fire,None,Fire Croc Pokémon,Blaze,None,Unaware,Generation 9,Field,None,False,False,False
Skeledirge,911,530,104,75,100,110,75,66,False,Fire,Ghost,Singer Pokémon,Blaze,None,Unaware,Generation 9,Field,None,False,False,False
Quaxly,912,310,55,65,45,50,45,50,False,Water,None,Duckling Pokémon,Torrent,None,Moxie,Generation 9,Flying,Water 1,False,False,False
Quaxwell,913,410,70,85,65,65,60,65,False,Water,None,Practicing Pokémon,Torrent,None,Moxie,Generation 9,Flying,Water 1,False,False,False
Quaquaval,914,530,85,120,80,85,75,85,False,Water,Fighting,Dancer Pokémon,Torrent,None,Moxie,Generation 9,Flying,Water 1,False,False,False
Lechonk,915,254,54,45,40,35,45,35,False,Normal,None,Hog Pokémon,Aroma Veil,Gluttony,Thick Fat,Generation 9,Field,None,False,False,False
Oinkologne,916,489,110,100,75,59,80,65,False,Normal,None,Hog Pokémon,Lingering Aroma,Gluttony,Thick Fat,Generation 9,Field,None,False,False,False
Oinkologne(Female),916,489,115,90,70,59,90,65,False,Normal,None,Hog Pokémon,Aroma Veil,Gluttony,Thick Fat,Generation 9,Field,None,False,False,False
Tarountula,917,210,35,41,45,29,40,20,False,Bug,None,String Ball Pokémon,Insomnia,None,Stakeout,Generation 9,Bug,None,False,False,False
Spidops,918,404,60,79,92,52,86,35,False,Bug,None,Trap Pokémon,Insomnia,None,Stakeout,Generation 9,Bug,None,False,False,False
Nymble,919,210,33,46,40,21,25,45,False,Bug,None,Grasshopper Pokémon,Swarm,None,Tinted Lens,Generation 9,Bug,None,False,False,False
Lokix,920,450,71,102,78,52,55,92,False,Bug,Dark,Grasshopper Pokémon,Swarm,None,Tinted Lens,Generation 9,Bug,None,False,False,False
Pawmi,921,240,45,50,20,40,25,60,False,Electric,None,Mouse Pokémon,Static,Natural Cure,Iron Fist,Generation 9,Field,None,False,False,False
Pawmo,922,350,60,75,40,50,40,85,False,Electric,Fighting,Mouse Pokémon,Volt Absorb,Natural Cure,Iron Fist,Generation 9,Field,None,False,False,False
Pawmot,923,490,70,115,70,70,60,105,False,Electric,Fighting,Hands-On Pokémon,Volt Absorb,Natural Cure,Iron Fist,Generation 9,Field,None,False,False,False
Tandemaus,924,305,50,50,45,40,45,75,False,Normal,None,Couple Pokémon,Run Away,Pickup,Own Tempo,Generation 9,Fairy,Field,False,False,False
Maushold,925,470,74,75,70,65,75,111,False,Normal,None,Family Pokémon,Friend Guard,Cheek Pouch,Technician,Generation 9,Fairy,Field,False,False,False
Maushold(Family of Four),925,470,74,75,70,65,75,111,False,Normal,None,Family Pokémon,Friend Guard,Cheek Pouch,Technician,Generation 9,Fairy,Field,False,False,False
Fidough,926,312,37,55,70,30,55,65,False,Fairy,None,Puppy Pokémon,Own Tempo,None,Klutz,Generation 9,Field,Mineral,False,False,False
Dachsbun,927,477,57,80,115,50,80,95,False,Fairy,None,Dog Pokémon,Well-Baked Body,None,Aroma Veil,Generation 9,Field,Mineral,False,False,False
Smoliv,928,260,41,35,45,58,51,30,False,Grass,Normal,Olive Pokémon,Early Bird,None,Harvest,Generation 9,Grass,None,False,False,False
Dolliv,929,354,52,53,60,78,78,33,False,Grass,Normal,Olive Pokémon,Early Bird,None,Harvest,Generation 9,Grass,None,False,False,False
Arboliva,930,510,78,69,90,125,109,39,False,Grass,Normal,Olive Pokémon,Seed Sower,None,Harvest,Generation 9,Grass,None,False,False,False
Squawkabilly,931,417,82,96,51,45,51,92,False,Normal,Flying,Parrot Pokémon,Intimidate,Hustle,Guts,Generation 9,Flying,None,False,False,False
Squawkabilly(Blue Plumage),931,417,82,96,51,45,51,92,False,Normal,Flying,Parrot Pokémon,Intimidate,Hustle,Guts,Generation 9,Flying,None,False,False,False
Squawkabilly(Yellow Plumage),931,417,82,96,51,45,51,92,False,Normal,Flying,Parrot Pokémon,Intimidate,Hustle,Sheer Force,Generation 9,Flying,None,False,False,False
Squawkabilly(White Plumage),931,417,82,96,51,45,51,92,False,Normal,Flying,Parrot Pokémon,Intimidate,Hustle,Sheer Force,Generation 9,Flying,None,False,False,False
Nacli,932,280,55,55,75,35,35,25,False,Rock,None,Rock Salt Pokémon,Purifying Salt,Sturdy,Clear Body,Generation 9,Mineral,None,False,False,False
Naclstack,933,355,60,60,100,35,65,35,False,Rock,None,Rock Salt Pokémon,Purifying Salt,Sturdy,Clear Body,Generation 9,Mineral,None,False,False,False
Garganacl,934,500,100,100,130,45,90,35,False,Rock,None,Rock Salt Pokémon,Purifying Salt,Sturdy,Clear Body,Generation 9,Mineral,None,False,False,False
Charcadet,935,255,40,50,40,50,40,35,False,Fire,None,Fire Child Pokémon,Flash Fire,None,Flame Body,Generation 9,Human-Like,None,False,False,False
Armarouge,936,525,85,60,100,125,80,75,False,Fire,Psychic,Fire Warrior Pokémon,Flash Fire,None,Weak Armor,Generation 9,Human-Like,None,False,False,False
Ceruledge,937,525,75,125,80,60,100,85,False,Fire,Ghost,Fire Blades Pokémon,Flash Fire,None,Weak Armor,Generation 9,Human-Like,None,False,False,False
Tadbulb,938,272,61,31,41,59,35,45,False,Electric,None,EleTadpole Pokémon,Own Tempo,Static,Damp,Generation 9,Water 1,None,False,False,False
Bellibolt,939,495,109,64,91,103,83,45,False,Electric,None,EleFrog Pokémon,Electromorphosis,Static,Damp,Generation 9,Water 1,None,False,False,False
Wattrel,940,280,40,40,35,55,40,70,False,Electric,Flying,Storm Petrel Pokémon,Wind Power,Volt Absorb,Competitive,Generation 9,Flying,Water 1,False,False,False
Kilowattrel,941,490,70,70,60,105,60,125,False,Electric,Flying,Frigatebird Pokémon,Wind Power,Volt Absorb,Competitive,Generation 9,Flying,Water 1,False,False,False
Maschiff,942,340,60,78,60,40,51,51,False,Dark,None,Rascal Pokémon,Intimidate,Run Away,Stakeout,Generation 9,Field,None,False,False,False
Mabosstiff,943,505,80,120,90,60,70,85,False,Dark,None,Boss Pokémon,Intimidate,Guard Dog,Stakeout,Generation 9,Field,None,False,False,False
Shroodle,944,290,40,65,35,40,35,75,False,Poison,Normal,Toxic Mouse Pokémon,Unburden,Pickpocket,Prankster,Generation 9,Field,None,False,False,False
Grafaiai,945,485,63,95,65,80,72,110,False,Poison,Normal,Toxic Monkey Pokémon,Unburden,Poison Touch,Prankster,Generation 9,Field,None,False,False,False
Bramblin,946,275,40,65,30,45,35,60,False,Grass,Ghost,Tumbleweed Pokémon,Wind Rider,None,Infiltrator,Generation 9,Grass,None,False,False,False
Brambleghast,947,480,55,115,70,80,70,90,False,Grass,Ghost,Tumbleweed Pokémon,Wind Rider,None,Infiltrator,Generation 9,Grass,None,False,False,False
Toedscool,948,335,40,40,35,50,100,70,False,Ground,Grass,Woodear Pokémon,Mycelium Might,None,None,Generation 9,Grass,None,False,False,False
Toedscruel,949,515,80,70,65,80,120,100,False,Ground,Grass,Woodear Pokémon,Mycelium Might,None,None,Generation 9,Grass,None,False,False,False
Klawf,950,450,70,100,115,35,55,75,False,Rock,None,Ambush Pokémon,Anger Shell,Shell Armor,Regenerator,Generation 9,Water 3,None,False,False,False
Capsakid,951,304,50,62,40,62,40,50,False,Grass,None,Spicy Pepper Pokémon,Chlorophyll,Insomnia,Klutz,Generation 9,Grass,None,False,False,False
Scovillain,952,486,65,108,65,108,65,75,False,Grass,Fire,Spicy Pepper Pokémon,Chlorophyll,Insomnia,Moody,Generation 9,Grass,None,False,False,False
Rellor,953,270,41,50,60,31,58,30,False,Bug,None,Rolling Pokémon,Compound Eyes,None,Shed Skin,Generation 9,Bug,None,False,False,False
Rabsca,954,470,75,50,85,115,100,45,False,Bug,Psychic,Rolling Pokémon,Synchronize,None,Telepathy,Generation 9,Bug,None,False,False,False
Flittle,955,255,30,35,30,55,30,75,False,Psychic,None,Frill Pokémon,Anticipation,Frisk,Speed Boost,Generation 9,Flying,None,False,False,False
Espathra,956,481,95,60,60,101,60,105,False,Psychic,None,Ostrich Pokémon,Opportunist,Frisk,Speed Boost,Generation 9,Flying,None,False,False,False
Tinkatink,957,297,50,45,45,35,64,58,False,Fairy,Steel,Metalsmith Pokémon,Mold Breaker,Own Tempo,Pickpocket,Generation 9,Fairy,None,False,False,False
Tinkatuff,958,380,65,55,55,45,82,78,False,Fairy,Steel,Hammer Pokémon,Mold Breaker,Own Tempo,Pickpocket,Generation 9,Fairy,None,False,False,False
Tinkaton,959,506,85,75,77,70,105,94,False,Fairy,Steel,Hammer Pokémon,Mold Breaker,Own Tempo,Pickpocket,Generation 9,Fairy,None,False,False,False
Wiglett,960,245,10,55,25,35,25,95,False,Water,None,Garden Eel Pokémon,Gooey,Rattled,Sand Veil,Generation 9,Water 3,None,False,False,False
Wugtrio,961,425,35,100,50,50,70,120,False,Water,None,Garden Eel Pokémon,Gooey,Rattled,Sand Veil,Generation 9,Water 3,None,False,False,False
Bombirdier,962,485,70,103,85,60,85,82,False,Flying,Dark,Item Drop Pokémon,Big Pecks,Keen Eye,Rocky Payload,Generation 9,Flying,None,False,False,False
Finizen,963,315,70,45,40,45,40,75,False,Water,None,Dolphin Pokémon,Water Veil,None,None,Generation 9,Field,Water 2,False,False,False
Palafin,964,457,100,70,72,53,62,100,False,Water,None,Dolphin Pokémon,Zero to Hero,None,None,Generation 9,Field,Water 2,False,False,False
Palafin(Hero Form),964,650,100,160,97,106,87,100,False,Water,None,Dolphin Pokémon,Zero to Hero,None,None,Generation 9,Field,Water 2,False,False,False
Varoom,965,300,45,70,63,30,45,47,False,Steel,Poison,Single-Cyl Pokémon,Overcoat,None,Slow Start,Generation 9,Mineral,None,False,False,False
Revavroom,966,500,80,119,90,54,67,90,False,Steel,Poison,Multi-Cyl Pokémon,Overcoat,None,Filter,Generation 9,Mineral,None,False,False,False
Cyclizar,967,501,70,95,65,85,65,121,False,Dragon,Normal,Mount Pokémon,Shed Skin,None,Regenerator,Generation 9,Field,None,False,False,False
Orthworm,968,480,70,85,145,60,55,65,False,Steel,None,Earthworm Pokémon,Earth Eater,None,Sand Veil,Generation 9,Field,None,False,False,False
Glimmet,969,350,48,35,42,105,60,60,False,Rock,Poison,Ore Pokémon,Toxic Debris,None,Corrosion,Generation 9,Mineral,None,False,False,False
Glimmora,970,525,83,55,90,130,81,86,False,Rock,Poison,Ore Pokémon,Toxic Debris,None,Corrosion,Generation 9,Mineral,None,False,False,False
Greavard,971,290,50,61,60,30,55,34,False,Ghost,None,Ghost Dog Pokémon,Pickup,None,Fluffy,Generation 9,Field,None,False,False,False
Houndstone,972,488,72,101,100,50,97,68,False,Ghost,None,Ghost Dog Pokémon,Sand Rush,None,Fluffy,Generation 9,Field,None,False,False,False
Flamigo,973,500,82,115,74,75,64,90,False,Flying,Fighting,Synchronize Pokémon,Scrappy,Tangled Feet,Costar,Generation 9,Flying,None,False,False,False
Cetoddle,974,334,108,68,45,30,40,43,False,Ice,None,Terra Whale Pokémon,Thick Fat,Snow Cloak,Sheer Force,Generation 9,Field,None,False,False,False
Cetitan,975,521,170,113,65,45,55,73,False,Ice,None,Terra Whale Pokémon,Thick Fat,Slush Rush,Sheer Force,Generation 9,Field,None,False,False,False
Veluza,976,478,90,102,73,78,65,70,False,Water,Psychic,Jettison Pokémon,Mold Breaker,None,Sharpness,Generation 9,Water 2,None,False,False,False
Dondozo,977,530,150,100,115,65,65,35,False,Water,None,Big Catfish Pokémon,Unaware,Oblivious,Water Veil,Generation 9,Water 2,None,False,False,False
Tatsugiri,978,475,68,50,60,120,95,82,False,Dragon,Water,Mimicry Pokémon,Commander,None,Storm Drain,Generation 9,Water 2,None,False,False,False
Annihilape,979,535,110,115,80,50,90,90,False,Fighting,Ghost,Rage Monkey Pokémon,Vital Spirit,Inner Focus,Defiant,Generation 9,Field,None,False,False,False
Clodsire,980,430,130,75,60,45,100,20,False,Poison,Ground,Spiny Fish Pokémon,Poison Point,Water Absorb,Unaware,Generation 9,Field,Water 1,False,False,False
Farigiraf,981,520,120,90,70,110,70,60,False,Normal,Psychic,Long Neck Pokémon,Cud Chew,Armor Tail,Sap Sipper,Generation 9,Field,None,False,False,False
Dudunsparce,982,520,125,100,80,85,75,55,False,Normal,None,Land Snake Pokémon,Serene Grace,Run Away,Rattled,Generation 9,Field,None,False,False,False
Dudunsparce(Three-Segment Form),982,520,125,100,80,85,75,55,False,Normal,None,Land Snake Pokémon,Serene Grace,Run Away,Rattled,Generation 9,Field,None,False,False,False
Kingambit,983,550,100,135,120,60,85,50,False,Dark,Steel,Big Blade Pokémon,Defiant,Supreme Overlord,Pressure,Generation 9,Human-Like,None,False,False,False
Great Tusk,984,570,115,131,131,53,53,87,False,Ground,Fighting,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Scream Tail,985,570,115,65,99,65,115,111,False,Fairy,Psychic,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Brute Bonnet,986,570,111,127,99,79,99,55,False,Grass,Dark,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Flutter Mane,987,570,55,55,55,135,135,135,False,Ghost,Fairy,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Slither Wing,988,570,85,135,79,85,105,81,False,Bug,Fighting,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Sandy Shocks,989,570,85,81,97,121,85,101,False,Electric,Ground,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Treads,990,570,90,112,120,72,70,106,False,Ground,Steel,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Bundle,991,570,56,80,114,124,60,136,False,Ice,Water,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Hands,992,570,154,140,108,50,68,50,False,Fighting,Electric,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Jugulis,993,570,94,80,86,122,80,108,False,Dark,Flying,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Moth,994,570,80,70,60,140,110,110,False,Fire,Poison,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Thorns,995,570,100,134,110,70,84,72,False,Rock,Electric,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Frigibax,996,320,65,75,45,35,45,55,False,Dragon,Ice,Ice Fin Pokémon,Thermal Exchange,None,Ice Body,Generation 9,Dragon,Mineral,False,False,False
Arctibax,997,423,90,95,66,45,65,62,False,Dragon,Ice,Ice Fin Pokémon,Thermal Exchange,None,Ice Body,Generation 9,Dragon,Mineral,False,False,False
Baxcalibur,998,600,115,145,92,75,86,87,False,Dragon,Ice,Ice Dragon Pokémon,Thermal Exchange,None,Ice Body,Generation 9,Dragon,Mineral,False,False,False
Gimmighoul,999,300,45,30,70,75,70,10,False,Ghost,None,Coin Chest Pokémon,Rattled,None,None,Generation 9,Undiscovered,None,False,False,False
Gimmighoul(Roaming Form),999,300,45,30,25,75,45,80,False,Ghost,None,Coin Chest Pokémon,Run Away,None,None,Generation 9,Undiscovered,None,False,False,False
Gholdengo,1000,550,87,60,95,133,91,84,False,Steel,Ghost,Coin Entity Pokémon,Good as Gold,None,None,Generation 9,Undiscovered,None,False,False,False
Wo-Chien,1001,570,85,85,100,95,135,70,False,Dark,Grass,Ruinous Pokémon,Tablets of Ruin,None,None,Generation 9,Undiscovered,None,True,False,False
Chien-Pao,1002,570,80,120,80,90,65,135,False,Dark,Ice,Ruinous Pokémon,Sword of Ruin,None,None,Generation 9,Undiscovered,None,True,False,False
Ting-Lu,1003,570,155,110,125,55,80,45,False,Dark,Ground,Ruinous Pokémon,Vessel of Ruin,None,None,Generation 9,Undiscovered,None,True,False,False
Chi-Yu,1004,570,55,80,80,135,120,100,False,Dark,Fire,Ruinous Pokémon,Beads of Ruin,None,None,Generation 9,Undiscovered,None,True,False,False
Roaring Moon,1005,590,105,139,71,55,101,119,False,Dragon,Dark,Paradox Pokémon,Protosynthesis,None,None,Generation 9,Undiscovered,None,False,False,False
Iron Valiant,1006,590,74,130,90,120,60,116,False,Fairy,Fighting,Paradox Pokémon,Quark Drive,None,None,Generation 9,Undiscovered,None,False,False,False
Koraidon,1007,670,100,135,115,85,100,135,False,Fighting,Dragon,Paradox Pokémon,Orichalcum Pulse,None,None,Generation 9,Undiscovered,None,False,True,False
Miraidon,1008,670,100,85,100,135,115,135,False,Electric,Dragon,Paradox Pokémon,Hadron Engine,None,None,Generation 9,Undiscovered,None,False,True,False
